number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
90,0.7782904933784063,2025-04-24 20:59:45.166469,2025-04-24 20:59:45.615094,0 days 00:00:00.448625,0.004004740849095852,0.686316887769571,0.20512627447229037,poly,TPESampler,COMPLETE
91,0.9004216356995937,2025-04-24 20:59:45.771923,2025-04-24 20:59:53.835007,0 days 00:00:08.063084,60.30931873502159,0.010840751844343155,0.04555654700841308,poly,TPESampler,COMPLETE
92,0.2898852619221504,2025-04-24 20:59:48.889058,2025-04-24 20:59:49.415853,0 days 00:00:00.526795,76.52358113598113,0.02554141303786587,0.01905705933176169,rbf,TPESampler,COMPLETE
93,0.28320035175618286,2025-04-24 20:59:49.590128,2025-04-24 20:59:50.060305,0 days 00:00:00.470177,90.71454710950891,0.05050082892441494,0.024683048060256802,rbf,TPESampler,COMPLETE
94,0.2889358944493621,2025-04-24 20:59:50.213903,2025-04-24 20:59:50.639930,0 days 00:00:00.426027,60.806044532742625,0.06889867173277099,0.024099359404164904,rbf,TPESampler,COMPLETE
95,0.2943532148622287,2025-04-24 20:59:50.793184,2025-04-24 20:59:51.243378,0 days 00:00:00.450194,85.47497528632275,0.07410291287331586,0.014290718309687814,rbf,TPESampler,COMPLETE
96,0.33492110155323257,2025-04-24 20:59:51.397858,2025-04-24 20:59:51.819408,0 days 00:00:00.421550,67.35348143910933,0.2680692795828926,0.027289059938650377,rbf,TPESampler,COMPLETE
97,0.9433902470900385,2025-04-24 20:59:51.975571,2025-04-24 20:59:53.498491,0 days 00:00:01.522920,0.005497891720130528,0.00468957899295165,0.7365312426861396,poly,TPESampler,COMPLETE
98,0.295769294446904,2025-04-24 20:59:53.659018,2025-04-24 20:59:54.139929,0 days 00:00:00.480911,44.29671547019719,0.06701763483339063,0.023745837434302856,rbf,TPESampler,COMPLETE
99,0.3065880563456524,2025-04-24 20:59:54.014251,2025-04-24 20:59:54.519577,0 days 00:00:00.505326,98.49917080888872,0.022432318551118477,0.07534417438772431,rbf,TPESampler,COMPLETE
100,0.9372536790713375,2025-04-24 20:59:54.299901,2025-04-24 20:59:56.615404,0 days 00:00:02.315503,80.94841239571142,0.0013161502747998843,0.03353253220847528,poly,TPESampler,COMPLETE
101,0.41560152482887414,2025-04-24 20:59:54.700536,2025-04-24 20:59:55.184052,0 days 00:00:00.483516,65.22155633664268,0.001045738641005681,0.0011902615106596601,rbf,TPESampler,COMPLETE
102,0.555620233974354,2025-04-24 20:59:55.350917,2025-04-24 20:59:55.772841,0 days 00:00:00.421924,64.35733660674161,0.6433668182053515,0.0007605425401558474,sigmoid,TPESampler,COMPLETE
103,0.3030651350947285,2025-04-24 20:59:55.929915,2025-04-24 20:59:56.416178,0 days 00:00:00.486263,94.93473592683817,0.022239067661540653,0.008169782456954704,rbf,TPESampler,COMPLETE
104,0.3014450746744557,2025-04-24 20:59:56.581707,2025-04-24 20:59:57.073945,0 days 00:00:00.492238,24.173200228967737,0.037933001358291266,0.01807970524037844,rbf,TPESampler,COMPLETE
105,0.28777462473942256,2025-04-24 20:59:56.815448,2025-04-24 20:59:57.377455,0 days 00:00:00.562007,71.02690250150027,0.011352873335929952,0.042274760742099515,rbf,TPESampler,COMPLETE
106,0.7998046592216664,2025-04-24 20:59:57.244444,2025-04-24 20:59:57.724680,0 days 00:00:00.480236,2.1064269088446013,0.4495186971379123,0.028092170087442393,poly,TPESampler,COMPLETE
107,900.3867016239689,2025-04-24 20:59:57.584333,2025-04-24 20:59:58.068599,0 days 00:00:00.484266,94.9409545053541,0.07250552292631687,0.19579822629076668,sigmoid,TPESampler,COMPLETE
108,0.2841034352174468,2025-04-24 20:59:57.870493,2025-04-24 20:59:58.412744,0 days 00:00:00.542251,60.82543652130159,0.013918849066812441,0.03893520467287666,rbf,TPESampler,COMPLETE
109,0.36676758999103665,2025-04-24 20:59:58.231129,2025-04-24 21:00:03.832952,0 days 00:00:05.601823,65.86692064714565,0.004042780975114467,0.0016974742615763132,linear,TPESampler,COMPLETE
110,15.3032742124944,2025-04-24 20:59:58.593046,2025-04-24 20:59:59.072997,0 days 00:00:00.479951,79.91426469644563,0.0024414821151977155,0.0043751517994665414,sigmoid,TPESampler,COMPLETE
111,0.471710876414808,2025-04-24 20:59:59.231328,2025-04-24 20:59:59.662858,0 days 00:00:00.431530,0.08974054218777315,0.22007105396551221,0.0001363278259908088,linear,TPESampler,COMPLETE
112,0.3061298692899708,2025-04-24 20:59:59.839100,2025-04-24 21:00:00.635395,0 days 00:00:00.796295,67.33530009368458,0.017923639043483472,0.0641834413784551,rbf,TPESampler,COMPLETE
113,0.3083849862456562,2025-04-24 21:00:00.806830,2025-04-24 21:00:01.269940,0 days 00:00:00.463110,85.59624749400555,0.002419070325436074,0.006369088115594277,rbf,TPESampler,COMPLETE
114,0.36016794423597825,2025-04-24 21:00:01.428695,2025-04-24 21:00:02.285001,0 days 00:00:00.856306,4.855488527010119,0.041475085721058236,0.00018100202090362298,linear,TPESampler,COMPLETE
115,0.28874413018462247,2025-04-24 21:00:02.454013,2025-04-24 21:00:02.959310,0 days 00:00:00.505297,44.1277727479694,0.007384318997598544,0.03318134747747755,rbf,TPESampler,COMPLETE
116,0.29974916229103876,2025-04-24 21:00:03.127613,2025-04-24 21:00:03.637504,0 days 00:00:00.509891,83.43719494642129,0.008200984483081132,0.018680782287507323,rbf,TPESampler,COMPLETE
117,0.3816305167120425,2025-04-24 21:00:03.803769,2025-04-24 21:00:04.378202,0 days 00:00:00.574433,7.546554081435465,0.009542323981324846,0.01561471967845505,rbf,TPESampler,COMPLETE
118,0.28594547855112773,2025-04-24 21:00:04.014241,2025-04-24 21:00:04.660422,0 days 00:00:00.646181,81.71126571178523,0.012711885614059917,0.026574992867202368,rbf,TPESampler,COMPLETE
119,1.0005529024777469,2025-04-24 21:00:04.528813,2025-04-24 21:00:04.928699,0 days 00:00:00.399886,0.0013328829546059534,0.0015538303347992916,0.000147035124613183,sigmoid,TPESampler,COMPLETE
120,0.2905762317931698,2025-04-24 21:00:04.858869,2025-04-24 21:00:05.448234,0 days 00:00:00.589365,81.98362061219385,0.00830309377474535,0.04355993418236328,rbf,TPESampler,COMPLETE
121,0.2889163336292154,2025-04-24 21:00:05.098808,2025-04-24 21:00:05.676641,0 days 00:00:00.577833,93.25909903342027,0.01041018195686884,0.039596086088812994,rbf,TPESampler,COMPLETE
122,0.2842146284782007,2025-04-24 21:00:05.642397,2025-04-24 21:00:06.470985,0 days 00:00:00.828588,66.74534340554165,0.011462545018752287,0.03124900177111536,rbf,TPESampler,COMPLETE
123,0.29729104816095314,2025-04-24 21:00:05.904108,2025-04-24 21:00:06.722879,0 days 00:00:00.818771,88.31108352936967,0.005906086991517297,0.020928923648808,rbf,TPESampler,COMPLETE
124,0.29384335226370656,2025-04-24 21:00:06.643246,2025-04-24 21:00:07.441771,0 days 00:00:00.798525,66.70303727333962,0.008695818858391186,0.05021311356075335,rbf,TPESampler,COMPLETE
125,0.3650514551967028,2025-04-24 21:00:07.057920,2025-04-24 21:00:11.034791,0 days 00:00:03.976871,67.01530472518897,0.02342431481550558,0.01576636088863633,linear,TPESampler,COMPLETE
126,0.2832408761633523,2025-04-24 21:00:07.629649,2025-04-24 21:00:08.157077,0 days 00:00:00.527428,95.0647788942751,0.020759374498293553,0.0307127636196463,rbf,TPESampler,COMPLETE
127,0.28910672048384334,2025-04-24 21:00:08.326739,2025-04-24 21:00:08.929288,0 days 00:00:00.602549,97.3910691905448,0.020823730151452596,0.03848600337411224,rbf,TPESampler,COMPLETE
128,0.3059725187241148,2025-04-24 21:00:09.087642,2025-04-24 21:00:09.565183,0 days 00:00:00.477541,96.39697205263168,0.036013941899421836,0.05573667936776407,rbf,TPESampler,COMPLETE
129,0.29799257947796226,2025-04-24 21:00:09.721119,2025-04-24 21:00:10.184165,0 days 00:00:00.463046,16.538328038834372,0.020310251343411637,0.05132389827709679,rbf,TPESampler,COMPLETE
130,0.2849888620973065,2025-04-24 21:00:10.346563,2025-04-24 21:00:10.833343,0 days 00:00:00.486780,99.39640034761929,0.02495838941755481,0.019642964372605896,rbf,TPESampler,COMPLETE
131,0.32740407235876035,2025-04-24 21:00:10.991875,2025-04-24 21:00:11.433385,0 days 00:00:00.441510,5.361416755221343,0.007006223443140196,0.06817102181190318,rbf,TPESampler,COMPLETE
132,0.2905660466455934,2025-04-24 21:00:11.238622,2025-04-24 21:00:11.688644,0 days 00:00:00.450022,95.95075024849653,0.041436026465370326,0.03704439742785991,rbf,TPESampler,COMPLETE
133,0.30255223709140044,2025-04-24 21:00:11.628949,2025-04-24 21:00:12.103614,0 days 00:00:00.474665,26.02538734785566,0.013426748578303277,0.026630096079869155,rbf,TPESampler,COMPLETE
134,0.9719138488571323,2025-04-24 21:00:11.896017,2025-04-24 21:00:12.361435,0 days 00:00:00.465418,0.001213677079274951,0.6064360353777024,0.0026720587494383076,sigmoid,TPESampler,COMPLETE
135,0.303934982523653,2025-04-24 21:00:12.327158,2025-04-24 21:00:12.895630,0 days 00:00:00.568472,83.40259298689071,0.034242112936433915,0.01000313391520549,rbf,TPESampler,COMPLETE
136,0.32200335383967504,2025-04-24 21:00:12.585668,2025-04-24 21:00:13.126600,0 days 00:00:00.540932,95.70143863603857,0.015948405803716037,0.15921266446970433,rbf,TPESampler,COMPLETE
