number,value,datetime_start,datetime_complete,duration,params_depth,params_edge_hidden_dim,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_node_hidden_dim,params_rep_dropout,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
77,0.15649814903736115,2025-04-25 21:46:06.762965,2025-04-25 21:46:45.076970,0 days 00:00:38.314005,1,99,252,272.0,224.0,153.0,4,100,0.04034887131646693,0.0011972750764656433,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_77_best_state.pt,"{'learning_rate': 0.0011972750764656433, 'lr_reduce': 0.6}",TPESampler,COMPLETE
78,0.1565278321504593,2025-04-25 21:46:12.037346,2025-04-25 21:46:29.346460,0 days 00:00:17.309114,2,128,167,191.0,150.0,,3,118,0.1494398455697334,0.001242552552401715,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_78_best_state.pt,"{'learning_rate': 0.001242552552401715, 'lr_reduce': 0.6}",TPESampler,COMPLETE
79,0.8880394697189331,2025-04-25 21:46:16.806284,2025-04-25 21:46:20.990904,0 days 00:00:04.184620,2,127,178,65.0,342.0,,3,114,0.2445613758545585,0.00456510237803447,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_79_best_state.pt,"{'learning_rate': 0.00456510237803447, 'lr_reduce': 0.6}",TPESampler,COMPLETE
80,0.14953573048114777,2025-04-25 21:46:21.220974,2025-04-25 21:46:41.701133,0 days 00:00:20.480159,1,83,223,285.0,234.0,330.0,4,128,0.002001556665918775,0.0010248692672932098,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_80_best_state.pt,"{'learning_rate': 0.0010248692672932098, 'lr_reduce': 0.6}",TPESampler,COMPLETE
81,0.8951649069786072,2025-04-25 21:46:29.555796,2025-04-25 21:46:34.123003,0 days 00:00:04.567207,1,127,99,220.0,,,2,126,0.15168480383234148,0.00012692029254484716,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_81_best_state.pt,"{'learning_rate': 0.00012692029254484716, 'lr_reduce': 0.6}",TPESampler,COMPLETE
82,0.4539760649204254,2025-04-25 21:46:34.315198,2025-04-25 21:47:15.100365,0 days 00:00:40.785167,2,113,88,,,,1,85,0.17322368747285857,0.0003532714482367559,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_82_best_state.pt,"{'learning_rate': 0.0003532714482367559, 'lr_reduce': 0.6}",TPESampler,COMPLETE
83,0.8971962332725525,2025-04-25 21:46:41.923354,2025-04-25 21:46:47.344993,0 days 00:00:05.421639,4,51,255,227.0,,,2,47,0.028270629106481343,0.0002755893573800318,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_83_best_state.pt,"{'learning_rate': 0.0002755893573800318, 'lr_reduce': 0.6}",TPESampler,COMPLETE
84,0.7646375298500061,2025-04-25 21:46:45.282538,2025-04-25 21:46:52.754424,0 days 00:00:07.471886,2,116,123,249.0,,,2,98,0.23126137279372835,0.005110128401919678,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_84_best_state.pt,"{'learning_rate': 0.005110128401919678, 'lr_reduce': 0.6}",TPESampler,COMPLETE
85,0.12899434566497803,2025-04-25 21:46:47.544461,2025-04-25 21:47:21.209199,0 days 00:00:33.664738,1,124,66,173.0,73.0,403.0,4,76,0.1258910699723759,0.0016622301188784277,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_85_best_state.pt,"{'learning_rate': 0.0016622301188784277, 'lr_reduce': 0.6}",TPESampler,COMPLETE
86,0.6618521809577942,2025-04-25 21:46:52.958353,2025-04-25 21:46:59.463706,0 days 00:00:06.505353,1,127,127,278.0,143.0,415.0,4,61,0.0007097625004986591,0.00692639285854199,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_86_best_state.pt,"{'learning_rate': 0.00692639285854199, 'lr_reduce': 0.6}",TPESampler,COMPLETE
87,0.15591873228549957,2025-04-25 21:46:59.701976,2025-04-25 21:47:18.271808,0 days 00:00:18.569832,1,126,168,227.0,245.0,,3,87,0.11037287184877997,0.001981292896600524,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_87_best_state.pt,"{'learning_rate': 0.001981292896600524, 'lr_reduce': 0.6}",TPESampler,COMPLETE
88,0.8881393074989319,2025-04-25 21:47:15.291244,2025-04-25 21:47:20.089853,0 days 00:00:04.798609,3,120,130,,,,1,128,0.13332349377659156,0.0006024899728795616,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_88_best_state.pt,"{'learning_rate': 0.0006024899728795616, 'lr_reduce': 0.6}",TPESampler,COMPLETE
89,0.8860040903091431,2025-04-25 21:47:18.465831,2025-04-25 21:47:25.522650,0 days 00:00:07.056819,3,128,67,294.0,65.0,,3,107,0.18089354481167869,0.00445453275636239,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_89_best_state.pt,"{'learning_rate': 0.00445453275636239, 'lr_reduce': 0.6}",TPESampler,COMPLETE
90,0.5029134154319763,2025-04-25 21:47:20.289660,2025-04-25 21:47:31.862195,0 days 00:00:11.572535,2,122,92,119.0,,,2,123,0.1774270934303312,0.00487057819472643,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_90_best_state.pt,"{'learning_rate': 0.00487057819472643, 'lr_reduce': 0.6}",TPESampler,COMPLETE
91,0.3793601095676422,2025-04-25 21:47:21.490268,2025-04-25 21:47:51.150192,0 days 00:00:29.659924,2,127,87,147.0,68.0,403.0,4,44,0.14638645649725224,0.0006428665694633098,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_91_best_state.pt,"{'learning_rate': 0.0006428665694633098, 'lr_reduce': 0.6}",TPESampler,COMPLETE
92,0.17675715684890747,2025-04-25 21:47:26.045819,2025-04-25 21:47:59.631886,0 days 00:00:33.586067,1,115,101,162.0,65.0,431.0,4,74,0.1375221898846505,0.001581089929212664,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_92_best_state.pt,"{'learning_rate': 0.001581089929212664, 'lr_reduce': 0.6}",TPESampler,COMPLETE
93,0.8988152742385864,2025-04-25 21:47:32.930000,2025-04-25 21:47:40.344084,0 days 00:00:07.414084,4,37,289,176.0,116.0,,3,95,0.2464741567941721,0.0004264029091434339,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_93_best_state.pt,"{'learning_rate': 0.0004264029091434339, 'lr_reduce': 0.6}",TPESampler,COMPLETE
94,0.2836986184120178,2025-04-25 21:47:40.576536,2025-04-25 21:48:17.659162,0 days 00:00:37.082626,3,73,78,203.0,125.0,,3,74,0.0163876552954329,0.00322659962235723,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_94_best_state.pt,"{'learning_rate': 0.00322659962235723, 'lr_reduce': 0.6}",TPESampler,COMPLETE
95,0.6180225014686584,2025-04-25 21:47:51.470072,2025-04-25 21:48:04.267139,0 days 00:00:12.797067,1,116,99,219.0,64.0,,3,81,0.07465521689207019,0.00963511193084681,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_95_best_state.pt,"{'learning_rate': 0.00963511193084681, 'lr_reduce': 0.6}",TPESampler,COMPLETE
96,0.8979529142379761,2025-04-25 21:47:59.909194,2025-04-25 21:48:05.686876,0 days 00:00:05.777682,1,87,127,329.0,134.0,,3,60,0.030022930375860513,0.00020451466236477564,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_96_best_state.pt,"{'learning_rate': 0.00020451466236477564, 'lr_reduce': 0.6}",TPESampler,COMPLETE
97,0.8938195109367371,2025-04-25 21:48:04.464955,2025-04-25 21:48:09.703653,0 days 00:00:05.238698,1,97,500,,,,1,58,0.07261517080491603,0.00587663669115929,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_97_best_state.pt,"{'learning_rate': 0.00587663669115929, 'lr_reduce': 0.6}",TPESampler,COMPLETE
98,0.1363675892353058,2025-04-25 21:48:05.879874,2025-04-25 21:48:38.716738,0 days 00:00:32.836864,2,123,157,238.0,128.0,448.0,4,96,0.0993030585382041,0.0013252205059589948,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_98_best_state.pt,"{'learning_rate': 0.0013252205059589948, 'lr_reduce': 0.6}",TPESampler,COMPLETE
99,0.8888406753540039,2025-04-25 21:48:09.925276,2025-04-25 21:48:14.145059,0 days 00:00:04.219783,4,35,212,,,,1,38,0.13489814553449597,0.004611708374397916,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_99_best_state.pt,"{'learning_rate': 0.004611708374397916, 'lr_reduce': 0.6}",TPESampler,COMPLETE
100,0.11598239839076996,2025-04-25 21:48:14.691721,2025-04-25 21:48:39.085417,0 days 00:00:24.393696,1,114,244,134.0,,,2,97,0.157738334620171,0.003421688181477007,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_100_best_state.pt,"{'learning_rate': 0.003421688181477007, 'lr_reduce': 0.6}",TPESampler,COMPLETE
101,0.8885014653205872,2025-04-25 21:48:18.215487,2025-04-25 21:48:23.443489,0 days 00:00:05.228002,1,60,193,280.0,,,2,39,0.0015951569898392769,0.009760115486278418,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_101_best_state.pt,"{'learning_rate': 0.009760115486278418, 'lr_reduce': 0.6}",TPESampler,COMPLETE
102,0.8887268304824829,2025-04-25 21:48:23.638597,2025-04-25 21:48:27.928077,0 days 00:00:04.289480,2,121,333,195.0,,,2,122,0.15273764025643777,0.0010294426469242112,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_102_best_state.pt,"{'learning_rate': 0.0010294426469242112, 'lr_reduce': 0.6}",TPESampler,COMPLETE
103,0.11063460260629654,2025-04-25 21:48:28.154266,2025-04-25 21:48:56.566724,0 days 00:00:28.412458,1,100,104,165.0,136.0,466.0,4,127,0.06347268350864568,0.0011238070995072326,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_103_best_state.pt,"{'learning_rate': 0.0011238070995072326, 'lr_reduce': 0.6}",TPESampler,COMPLETE
104,0.14318318665027618,2025-04-25 21:48:38.946804,2025-04-25 21:48:57.639093,0 days 00:00:18.692289,1,97,247,115.0,,,2,91,0.1512162065894663,0.002831014002913083,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_104_best_state.pt,"{'learning_rate': 0.002831014002913083, 'lr_reduce': 0.6}",TPESampler,COMPLETE
105,0.8950861692428589,2025-04-25 21:48:39.329568,2025-04-25 21:48:45.632591,0 days 00:00:06.303023,4,115,262,,,,1,98,0.008508090431423782,0.0001234051512650543,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_105_best_state.pt,"{'learning_rate': 0.0001234051512650543, 'lr_reduce': 0.6}",TPESampler,COMPLETE
106,0.8897749781608582,2025-04-25 21:48:45.831221,2025-04-25 21:48:51.245263,0 days 00:00:05.414042,2,122,260,,,,1,99,0.09948728537278163,0.007052029517132891,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_106_best_state.pt,"{'learning_rate': 0.007052029517132891, 'lr_reduce': 0.6}",TPESampler,COMPLETE
107,0.17096969485282898,2025-04-25 21:48:51.448251,2025-04-25 21:49:04.092437,0 days 00:00:12.644186,1,128,87,112.0,64.0,339.0,4,86,0.08731880369196154,0.0014225559118790161,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_107_best_state.pt,"{'learning_rate': 0.0014225559118790161, 'lr_reduce': 0.6}",TPESampler,COMPLETE
108,0.1722259223461151,2025-04-25 21:48:56.987435,2025-04-25 21:49:36.852162,0 days 00:00:39.864727,2,126,111,140.0,,,2,122,0.16131296622159733,0.0004838870149399218,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_108_best_state.pt,"{'learning_rate': 0.0004838870149399218, 'lr_reduce': 0.6}",TPESampler,COMPLETE
109,0.22543276846408844,2025-04-25 21:48:57.917482,2025-04-25 21:49:38.655867,0 days 00:00:40.738385,2,94,65,136.0,132.0,511.0,4,97,0.09698528453581232,0.0009729969738043016,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_109_best_state.pt,"{'learning_rate': 0.0009729969738043016, 'lr_reduce': 0.6}",TPESampler,COMPLETE
110,0.11952923238277435,2025-04-25 21:49:04.314808,2025-04-25 21:49:34.856860,0 days 00:00:30.542052,1,127,273,64.0,,,2,94,0.17019572795392574,0.0013517718458250954,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_110_best_state.pt,"{'learning_rate': 0.0013517718458250954, 'lr_reduce': 0.6}",TPESampler,COMPLETE
111,0.15749959647655487,2025-04-25 21:49:35.089093,2025-04-25 21:50:02.526390,0 days 00:00:27.437297,1,101,281,64.0,,,2,112,0.17287016255167048,0.00593289741490081,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_111_best_state.pt,"{'learning_rate': 0.00593289741490081, 'lr_reduce': 0.6}",TPESampler,COMPLETE
112,0.18916988372802734,2025-04-25 21:49:37.066184,2025-04-25 21:50:01.065131,0 days 00:00:23.998947,1,97,87,72.0,212.0,,3,109,0.05645398693485049,0.0006592701608510692,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_112_best_state.pt,"{'learning_rate': 0.0006592701608510692, 'lr_reduce': 0.6}",TPESampler,COMPLETE
113,0.8884738087654114,2025-04-25 21:49:38.870012,2025-04-25 21:49:42.815137,0 days 00:00:03.945125,1,128,284,,,,1,87,0.19716720386552872,0.0005356293337750981,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_113_best_state.pt,"{'learning_rate': 0.0005356293337750981, 'lr_reduce': 0.6}",TPESampler,COMPLETE
114,0.10311594605445862,2025-04-25 21:49:43.027390,2025-04-25 21:50:16.638478,0 days 00:00:33.611088,1,114,283,,,,1,118,0.17969191810395013,0.0015357918693030429,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_114_best_state.pt,"{'learning_rate': 0.0015357918693030429, 'lr_reduce': 0.6}",TPESampler,COMPLETE
115,0.13029572367668152,2025-04-25 21:50:01.281989,2025-04-25 21:50:23.309160,0 days 00:00:22.027171,1,103,118,121.0,152.0,442.0,4,118,0.10366525255226197,0.002003352716857785,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_115_best_state.pt,"{'learning_rate': 0.002003352716857785, 'lr_reduce': 0.6}",TPESampler,COMPLETE
116,0.8885717988014221,2025-04-25 21:50:02.737225,2025-04-25 21:50:06.738379,0 days 00:00:04.001154,1,127,335,64.0,,,2,90,0.13998053836909097,0.0009225523501473721,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_116_best_state.pt,"{'learning_rate': 0.0009225523501473721, 'lr_reduce': 0.6}",TPESampler,COMPLETE
117,0.10778061300516129,2025-04-25 21:50:06.909424,2025-04-25 21:50:39.386353,0 days 00:00:32.476929,1,113,385,140.0,118.0,,3,102,0.19340437902619478,0.001617184527564315,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_117_best_state.pt,"{'learning_rate': 0.001617184527564315, 'lr_reduce': 0.6}",TPESampler,COMPLETE
118,0.37292778491973877,2025-04-25 21:50:16.854233,2025-04-25 21:50:23.706988,0 days 00:00:06.852755,1,97,215,,,,1,115,0.18217106980538306,0.0018322810332779844,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_118_best_state.pt,"{'learning_rate': 0.0018322810332779844, 'lr_reduce': 0.6}",TPESampler,COMPLETE
119,0.8884053826332092,2025-04-25 21:50:23.520178,2025-04-25 21:50:28.349730,0 days 00:00:04.829552,2,122,323,,,,1,120,0.22546270796910448,0.0017266605212149337,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_119_best_state.pt,"{'learning_rate': 0.0017266605212149337, 'lr_reduce': 0.6}",TPESampler,COMPLETE
120,0.17419345676898956,2025-04-25 21:50:23.898107,2025-04-25 21:50:56.056807,0 days 00:00:32.158700,1,94,78,386.0,320.0,508.0,4,120,0.09693500802404954,0.0005102766319702518,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_120_best_state.pt,"{'learning_rate': 0.0005102766319702518, 'lr_reduce': 0.6}",TPESampler,COMPLETE
121,0.14260350167751312,2025-04-25 21:50:28.572895,2025-04-25 21:51:03.219714,0 days 00:00:34.646819,1,127,225,71.0,,,2,104,0.1411139304515067,0.0011751135416215623,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_121_best_state.pt,"{'learning_rate': 0.0011751135416215623, 'lr_reduce': 0.6}",TPESampler,COMPLETE
122,0.1171773299574852,2025-04-25 21:50:39.585327,2025-04-25 21:51:17.184201,0 days 00:00:37.598874,1,113,398,112.0,184.0,,3,125,0.19931640103205234,0.001430873841490178,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_122_best_state.pt,"{'learning_rate': 0.001430873841490178, 'lr_reduce': 0.6}",TPESampler,COMPLETE
123,0.8883978128433228,2025-04-25 21:50:56.266423,2025-04-25 21:51:00.650891,0 days 00:00:04.384468,1,127,361,,,,1,118,0.16871416173342638,0.005627940771092956,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_123_best_state.pt,"{'learning_rate': 0.005627940771092956, 'lr_reduce': 0.6}",TPESampler,COMPLETE
124,0.898186981678009,2025-04-25 21:51:00.880719,2025-04-25 21:51:06.006071,0 days 00:00:05.125352,3,112,403,140.0,157.0,460.0,4,33,0.21805831671287704,0.000372110479899802,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_124_best_state.pt,"{'learning_rate': 0.000372110479899802, 'lr_reduce': 0.6}",TPESampler,COMPLETE
125,0.10088210552930832,2025-04-25 21:51:03.431078,2025-04-25 21:51:37.218006,0 days 00:00:33.786928,1,89,476,140.0,,,2,99,0.24173082060294473,0.0012903479380459424,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_125_best_state.pt,"{'learning_rate': 0.0012903479380459424, 'lr_reduce': 0.6}",TPESampler,COMPLETE
126,0.8881538510322571,2025-04-25 21:51:06.203027,2025-04-25 21:51:10.993849,0 days 00:00:04.790822,2,96,323,361.0,137.0,,3,85,0.2027997623795616,0.0019512973626531818,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_126_best_state.pt,"{'learning_rate': 0.0019512973626531818, 'lr_reduce': 0.6}",TPESampler,COMPLETE
127,0.8904064297676086,2025-04-25 21:51:11.211601,2025-04-25 21:51:15.116459,0 days 00:00:03.904858,2,109,318,158.0,,,2,63,0.1511611238841607,0.0022314724462186605,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_127_best_state.pt,"{'learning_rate': 0.0022314724462186605, 'lr_reduce': 0.6}",TPESampler,COMPLETE
128,0.10436568409204483,2025-04-25 21:51:15.328317,2025-04-25 21:51:41.221756,0 days 00:00:25.893439,1,111,372,76.0,198.0,,3,95,0.20464407325274464,0.002020660111009963,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_128_best_state.pt,"{'learning_rate': 0.002020660111009963, 'lr_reduce': 0.6}",TPESampler,COMPLETE
129,0.14731650054454803,2025-04-25 21:51:17.399205,2025-04-25 21:51:48.216479,0 days 00:00:30.817274,1,115,462,114.0,190.0,,3,116,0.23602517324675396,0.0006172205015727364,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_129_best_state.pt,"{'learning_rate': 0.0006172205015727364, 'lr_reduce': 0.6}",TPESampler,COMPLETE
130,0.13569314777851105,2025-04-25 21:51:37.450936,2025-04-25 21:52:00.957372,0 days 00:00:23.506436,1,85,406,119.0,,,2,105,0.239045208875629,0.003290181546524426,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_130_best_state.pt,"{'learning_rate': 0.003290181546524426, 'lr_reduce': 0.6}",TPESampler,COMPLETE
131,0.12139187753200531,2025-04-25 21:51:41.445413,2025-04-25 21:51:59.511180,0 days 00:00:18.065767,2,123,365,73.0,198.0,226.0,4,125,0.19874396353685234,0.002802768375921279,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_131_best_state.pt,"{'learning_rate': 0.002802768375921279, 'lr_reduce': 0.6}",TPESampler,COMPLETE
132,0.14949700236320496,2025-04-25 21:51:48.448318,2025-04-25 21:52:25.733374,0 days 00:00:37.285056,1,93,446,112.0,187.0,,3,128,0.1308232582457877,0.0005056994757156601,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_132_best_state.pt,"{'learning_rate': 0.0005056994757156601, 'lr_reduce': 0.6}",TPESampler,COMPLETE
133,0.12403593212366104,2025-04-25 21:51:59.719293,2025-04-25 21:52:28.007263,0 days 00:00:28.287970,1,110,408,117.0,193.0,,3,99,0.22409649138685864,0.006627203723614818,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_133_best_state.pt,"{'learning_rate': 0.006627203723614818, 'lr_reduce': 0.6}",TPESampler,COMPLETE
134,0.8927165269851685,2025-04-25 21:52:01.439312,2025-04-25 21:52:05.308964,0 days 00:00:03.869652,1,89,397,86.0,,,2,89,0.2498762939707902,0.0013324147117139533,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_134_best_state.pt,"{'learning_rate': 0.0013324147117139533, 'lr_reduce': 0.6}",TPESampler,COMPLETE
135,0.1500105857849121,2025-04-25 21:52:05.550739,2025-04-25 21:52:24.554340,0 days 00:00:19.003601,1,109,275,126.0,175.0,,3,101,0.24083616413208075,0.0011020915114500842,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_135_best_state.pt,"{'learning_rate': 0.0011020915114500842, 'lr_reduce': 0.6}",TPESampler,COMPLETE
136,0.11428676545619965,2025-04-25 21:52:24.765139,2025-04-25 21:52:46.830708,0 days 00:00:22.065569,1,105,490,77.0,150.0,,3,123,0.1915222140726092,0.0025431095873154302,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_136_best_state.pt,"{'learning_rate': 0.0025431095873154302, 'lr_reduce': 0.6}",TPESampler,COMPLETE
137,0.1325201541185379,2025-04-25 21:52:25.953158,2025-04-25 21:53:01.428418,0 days 00:00:35.475260,1,69,481,142.0,,,2,90,0.19437523334462986,0.0008380596433550237,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_137_best_state.pt,"{'learning_rate': 0.0008380596433550237, 'lr_reduce': 0.6}",TPESampler,COMPLETE
138,0.1745552271604538,2025-04-25 21:52:28.210755,2025-04-25 21:52:49.184720,0 days 00:00:20.973965,1,105,386,65.0,208.0,,3,78,0.17165938716742052,0.000748278829052111,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_138_best_state.pt,"{'learning_rate': 0.000748278829052111, 'lr_reduce': 0.6}",TPESampler,COMPLETE
139,0.5693758130073547,2025-04-25 21:52:47.025121,2025-04-25 21:52:54.159373,0 days 00:00:07.134252,1,110,423,65.0,137.0,,3,128,0.1304591387758377,0.006442016711629226,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_139_best_state.pt,"{'learning_rate': 0.006442016711629226, 'lr_reduce': 0.6}",TPESampler,COMPLETE
140,0.19704735279083252,2025-04-25 21:52:49.399509,2025-04-25 21:53:07.776465,0 days 00:00:18.376956,1,82,506,125.0,152.0,,3,108,0.20621867169383448,0.005141001786288259,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_140_best_state.pt,"{'learning_rate': 0.005141001786288259, 'lr_reduce': 0.6}",TPESampler,COMPLETE
141,0.8887965083122253,2025-04-25 21:52:54.574703,2025-04-25 21:52:58.563924,0 days 00:00:03.989221,2,123,510,67.0,,,2,113,0.2266806513044839,0.003971515770169432,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_141_best_state.pt,"{'learning_rate': 0.003971515770169432, 'lr_reduce': 0.6}",TPESampler,COMPLETE
142,0.10920321941375732,2025-04-25 21:52:58.782369,2025-04-25 21:53:20.074873,0 days 00:00:21.292504,1,111,400,133.0,147.0,,3,113,0.17739710964842015,0.0013048337945485748,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_142_best_state.pt,"{'learning_rate': 0.0013048337945485748, 'lr_reduce': 0.6}",TPESampler,COMPLETE
